rodada;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;uf;nome_uf;municipio;cod_ibge;populacao
1;188;0;20/01/2015;05/03/2015;MT;Mato Grosso;Santo Afonso;5107263;3032
1;188;0;16/01/2015;17/03/2015;MT;Mato Grosso;Serra Nova Dourada;5107883;1492
1;188;0;20/01/2015;05/03/2015;MT;Mato Grosso;General Carneiro;5103908;5267
1;188;0;14/01/2015;18/03/2015;RJ;Rio de Janeiro;Silva Jardim;3305604;21336
1;188;0;14/01/2015;18/03/2015;RJ;Rio de Janeiro;Sumidouro;3305703;15099
1;188;0;14/01/2015;17/03/2015;RN;Rio Grande do Norte;Espírito Santo;2403509;10739
1;188;0;13/01/2015;17/03/2015;RN;Rio Grande do Norte;Jardim de Piranhas;2405603;14476
1;188;0;13/01/2015;13/03/2015;RN;Rio Grande do Norte;José da Penha;2406007;6049
1;188;0;13/01/2015;13/03/2015;RN;Rio Grande do Norte;Jundiá;2406155;3821
1;188;0;13/01/2015;13/03/2015;RN;Rio Grande do Norte;Lagoa de Velhos;2406403;2762
1;188;0;14/01/2015;13/03/2015;RN;Rio Grande do Norte;Montanhas;2407708;11608
1;188;0;01/04/2015;24/04/2015;PR;Paraná;Santa Cecília do Pavão;4123204;3625
1;188;0;14/01/2015;18/03/2015;PR;Paraná;Santa Cruz de Monte Castelo;4123303;8194
1;188;0;15/01/2015;18/03/2015;PR;Paraná;Santa Mariana;4123907;12496
1;188;0;15/01/2015;18/03/2015;PR;Paraná;São Jorge d'Oeste;4125209;9307
1;188;0;15/01/2015;18/03/2015;PR;Paraná;Saudade do Iguaçu;4126272;5333
1;188;0;15/01/2015;18/03/2015;PR;Paraná;Siqueira Campos;4126603;19881
1;188;0;15/01/2015;18/03/2015;PR;Paraná;Tupãssi;4127957;8252
1;188;0;16/01/2015;17/03/2015;RJ;Rio de Janeiro;Armação dos Búzios;3300233;30439
1;188;0;16/01/2015;17/03/2015;RJ;Rio de Janeiro;Itatiaia;3302254;29996
1;188;0;09/02/2015;17/03/2015;PR;Paraná;Iguaraçu;4110003;4241
1;188;0;09/02/2015;17/03/2015;PR;Paraná;Ipiranga;4110508;14895
1;188;0;09/02/2015;17/03/2015;PR;Paraná;Ivaiporã;4111506;32705
1;188;0;09/02/2015;17/03/2015;PR;Paraná;Japurá;4112405;9095
1;188;0;04/02/2015;17/03/2015;PR;Paraná;Grandes Rios;4108700;6425
1;188;0;05/02/2015;17/03/2015;PR;Paraná;Guaíra;4108809;32394
1;188;0;31/03/2015;23/04/2015;PR;Paraná;Jardim Olinda;4112603;1416
1;188;0;01/04/2015;24/04/2015;PR;Paraná;Maria Helena;4114708;6007
1;188;0;01/04/2015;24/04/2015;PR;Paraná;Missal;4116059;10830
1;188;0;01/04/2015;24/04/2015;PR;Paraná;Moreira Sales;4116109;12754
1;188;0;01/04/2015;24/04/2015;PR;Paraná;Nova Esperança;4116901;27783
1;188;0;01/04/2015;24/04/2015;PR;Paraná;Paraíso do Norte;4118006;12839
1;188;0;01/04/2015;24/04/2015;PR;Paraná;Perobal;4118857;5960
1;188;0;12/02/2015;16/03/2015;PE;Pernambuco;Tamandaré;2614857;22323
1;188;0;12/02/2015;16/03/2015;PE;Pernambuco;Vertente do Lério;2616183;7802
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Água Branca;2200202;16944
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Boqueirão do Piauí;2201945;6359
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Caracol;2202505;10588
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Caridade do Piauí;2202554;4974
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Guadalupe;2204501;10340
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Guaribas;2204550;4472
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Ilha Grande;2204659;9176
1;188;0;12/02/2015;16/03/2015;PI;Piauí;João Costa;2205359;2968
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Lagoa do Barro do Piauí;2205565;4570
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Madeiro;2205854;8075
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Miguel Alves;2206209;32993
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Nossa Senhora dos Remédios;2206803;8457
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Oeiras;2207009;36266
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Paquetá;2207553;3909
1;188;0;12/02/2015;16/03/2015;PI;Piauí;Paulistana;2207801;20133
1;188;0;03/02/2015;17/03/2015;PI;Piauí;Porto Alegre do Piauí;2208551;2637
1;188;0;04/02/2015;17/03/2015;PI;Piauí;Santo Antônio de Lisboa;2209401;6215
1;188;0;04/02/2015;17/03/2015;PI;Piauí;São José do Piauí;2210201;6615
1;188;0;05/02/2015;17/03/2015;PI;Piauí;São Pedro do Piauí;2210508;13956
1;188;0;20/01/2015;17/03/2015;PE;Pernambuco;Calçado;2603306;11179
1;188;0;23/01/2015;17/03/2015;PE;Pernambuco;Calumbi;2603405;5749
1;188;0;20/01/2015;17/03/2015;PE;Pernambuco;Camocim de São Félix;2603504;18138
1;188;0;20/01/2015;17/03/2015;PE;Pernambuco;Jurema;2608404;15112
1;188;0;20/01/2015;17/03/2015;PE;Pernambuco;Nazaré da Mata;2609501;31951
1;188;0;12/02/2015;16/03/2015;PE;Pernambuco;São Vicente Ferrer;2613800;17688
1;188;0;06/02/2015;17/03/2015;PI;Piauí;Várzea Branca;2211357;4899
1;188;0;06/02/2015;27/03/2015;PI;Piauí;Várzea Grande;2211407;4339
1;188;0;06/02/2015;17/03/2015;PI;Piauí;Vera Mendes;2211506;3023
1;188;0;06/02/2015;17/03/2015;PR;Paraná;Amaporã;4100905;5885
1;188;0;09/02/2015;17/03/2015;PR;Paraná;Anahy;4101051;2922
1;188;0;09/02/2015;17/03/2015;PR;Paraná;Ângulo;4101150;2959
1;188;0;09/02/2015;17/03/2015;PR;Paraná;Brasilândia do Sul;4103370;3086
1;188;0;29/01/2015;17/03/2015;PR;Paraná;Campina da Lagoa;4103909;15353
1;188;0;30/01/2015;17/03/2015;PR;Paraná;Capanema;4104501;19229
1;188;0;02/02/2015;17/03/2015;PR;Paraná;Cerro Azul;4105201;17689
1;188;0;03/02/2015;17/03/2015;PR;Paraná;Clevelândia;4105706;17436
1;188;0;04/02/2015;17/03/2015;PR;Paraná;Cruzeiro do Sul;4106704;4646
1;188;0;16/01/2015;17/03/2015;AL;Alagoas;Major Isidoro;2704401;19963
1;188;0;20/01/2015;17/03/2015;AL;Alagoas;Murici;2705507;28201
1;188;0;20/01/2015;17/03/2015;AL;Alagoas;Olho d'Água das Flores;2705705;21572
1;188;0;20/01/2015;17/03/2015;AL;Alagoas;Ouro Branco;2706109;11484
1;188;0;15/01/2015;17/03/2015;AL;Alagoas;Cajueiro;2701308;21261
1;188;0;13/01/2015;17/03/2015;AC;Acre;Acrelândia;1200013;13613
1;188;0;14/01/2015;17/03/2015;AC;Acre;Feijó;1200302;32398
1;188;0;19/01/2015;17/03/2015;AL;Alagoas;Satuba;2708907;13241
1;188;0;19/01/2015;17/03/2015;AL;Alagoas;Senador Rui Palmeira;2708956;13839
1;188;0;31/03/2015;23/04/2015;AP;Amapá;Macapá;1600303;446757
1;188;0;14/01/2015;17/03/2015;AP;Amapá;Mazagão;1600402;19157
1;188;0;14/01/2015;17/03/2015;AP;Amapá;Vitória do Jari;1600808;14045
1;188;0;27/01/2015;18/03/2015;BA;Bahia;Curaçá;2909901;34974
1;188;0;03/02/2015;18/03/2015;BA;Bahia;Ipecaetá;2913804;15634
1;188;0;26/01/2015;18/03/2015;BA;Bahia;Baianópolis;2902500;14126
1;188;0;16/01/2015;17/03/2015;AM;Amazonas;Careiro;1301100;35938
1;188;0;26/01/2015;18/03/2015;BA;Bahia;Caldeirão Grande;2905503;13555
1;188;0;26/01/2015;18/03/2015;BA;Bahia;Capela do Alto Alegre;2906857;12123
1;188;0;26/01/2015;18/03/2015;BA;Bahia;Caturama;2907558;9762
1;188;0;21/01/2015;13/03/2015;BA;Bahia;Retirolândia;2926103;13209
1;188;0;21/01/2015;13/03/2015;BA;Bahia;Rio do Antônio;2926806;15530
1;188;0;21/01/2015;13/03/2015;BA;Bahia;Poções;2925105;48655
1;188;0;27/01/2015;18/03/2015;BA;Bahia;Medeiros Neto;2921104;23420
1;188;0;06/02/2015;17/03/2015;BA;Bahia;Tanquinho;2931103;8532
1;188;0;06/02/2015;17/03/2015;BA;Bahia;Várzea do Poço;2933109;9364
1;188;0;06/02/2015;17/03/2015;CE;Ceará;Alcântaras;2300507;11247
1;188;0;06/02/2015;17/03/2015;CE;Ceará;Assaré;2301604;23058
1;188;0;22/01/2015;13/03/2015;BA;Bahia;São Félix do Coribe;2929057;15548
1;188;0;22/01/2015;13/03/2015;BA;Bahia;São Miguel das Matas;2929404;11963
1;188;0;22/01/2015;13/03/2015;BA;Bahia;Santa Bárbara;2927507;20635
1;188;0;06/02/2015;16/03/2015;BA;Bahia;Sobradinho;2930774;23511
1;188;0;12/02/2015;17/03/2015;CE;Ceará;Catunda;2303659;10257
1;188;0;29/01/2015;16/03/2015;ES;Espírito Santo;Conceição da Barra;3201605;30895
1;188;0;29/01/2015;16/03/2015;ES;Espírito Santo;Itapemirim;3202801;33952
1;188;0;29/01/2015;16/03/2015;ES;Espírito Santo;Laranja da Terra;3203163;11428
1;188;0;29/01/2015;16/03/2015;ES;Espírito Santo;Marilândia;3203353;12224
1;188;0;13/02/2015;17/03/2015;CE;Ceará;Guaiúba;2304954;25581
1;188;0;13/02/2015;17/03/2015;CE;Ceará;Ibiapina;2305308;24555
1;188;0;13/02/2015;17/03/2015;CE;Ceará;Independência;2305605;25952
1;188;0;13/02/2015;17/03/2015;CE;Ceará;Jaguaretama;2306702;18018
1;188;0;06/02/2015;17/03/2015;CE;Ceará;Marco;2307809;26219
1;188;0;13/02/2015;17/03/2015;CE;Ceará;Martinópole;2307908;10796
1;188;0;13/02/2015;17/03/2015;CE;Ceará;Paraipaba;2310258;31705
1;188;0;13/02/2015;17/03/2015;CE;Ceará;Tamboril;2313203;25635
1;188;0;29/01/2015;16/03/2015;CE;Ceará;Tejuçuoca;2313351;18301
1;188;0;24/01/2015;21/02/2015;CE;Ceará;Ubajara;2313609;33505
1;188;0;29/01/2015;16/03/2015;CE;Ceará;Umari;2313708;7662
1;188;0;29/01/2015;16/03/2015;ES;Espírito Santo;Baixo Guandu;3200805;31298
1;188;0;24/02/2015;19/03/2015;MG;Minas Gerais;Alvinópolis;3102308;15630
1;188;0;24/02/2015;19/03/2015;MG;Minas Gerais;Amparo do Serra;3102506;4997
1;188;0;26/01/2015;04/03/2015;MG;Minas Gerais;Bicas;3106903;14342
1;188;0;27/01/2015;04/03/2015;MG;Minas Gerais;Bom Despacho;3107406;48802
1;188;0;27/01/2015;04/03/2015;MG;Minas Gerais;Bom Jesus da Penha;3107604;4121
1;188;0;27/01/2015;05/03/2015;MG;Minas Gerais;Borda da Mata;3108305;18481
1;188;0;27/01/2015;05/03/2015;MG;Minas Gerais;Cachoeira Dourada;3109808;2645
1;188;0;27/01/2015;05/03/2015;MG;Minas Gerais;Campo Florido;3111408;7562
1;188;0;26/01/2015;16/03/2015;MG;Minas Gerais;Guidoval;3128808;7341
1;188;0;27/01/2015;16/03/2015;MG;Minas Gerais;Ibitiúra de Minas;3129905;3512
1;188;0;27/01/2015;16/03/2015;MG;Minas Gerais;Igaratinga;3130200;10144
1;188;0;26/01/2015;16/03/2015;MG;Minas Gerais;Inimutaba;3131109;7349
1;188;0;26/01/2015;16/03/2015;MG;Minas Gerais;José Gonçalves de Minas;3136520;4650
1;188;0;26/01/2015;16/03/2015;MG;Minas Gerais;Lagoa da Prata;3137205;49654
1;188;0;26/01/2015;17/03/2015;MG;Minas Gerais;Mata Verde;3140555;8363
1;188;0;26/01/2015;17/03/2015;MG;Minas Gerais;Minas Novas;3141801;31864
1;188;0;26/01/2015;17/03/2015;MG;Minas Gerais;Moeda;3142304;4903
1;188;0;26/01/2015;17/03/2015;MG;Minas Gerais;Monjolos;3142502;2365
1;188;0;26/01/2015;17/03/2015;MG;Minas Gerais;Montalvânia;3142700;15875
1;188;0;27/01/2015;06/03/2015;MG;Minas Gerais;Claro dos Poções;3116506;7885
1;188;0;28/01/2015;06/03/2015;MG;Minas Gerais;Coluna;3116803;9195
1;188;0;28/01/2015;06/03/2015;MG;Minas Gerais;Comendador Gomes;3116902;3105
1;188;0;28/01/2015;06/03/2015;MG;Minas Gerais;Comercinho;3117009;7962
1;188;0;28/01/2015;06/03/2015;MG;Minas Gerais;Conceição da Barra de Minas;3115201;4055
1;188;0;28/01/2015;06/03/2015;MG;Minas Gerais;Coromandel;3119302;28428
1;188;0;28/01/2015;06/03/2015;MG;Minas Gerais;Coronel Pacheco;3119609;3101
1;188;0;28/01/2015;06/03/2015;MG;Minas Gerais;Couto de Magalhães de Minas;3120102;4395
1;188;0;28/01/2015;06/03/2015;MG;Minas Gerais;Descoberto;3121308;4989
1;188;0;28/01/2015;05/03/2015;MG;Minas Gerais;Dores de Guanhães;3123106;5335
1;188;0;28/01/2015;05/03/2015;MG;Minas Gerais;Estiva;3124500;11329
1;188;0;28/01/2015;05/03/2015;MG;Minas Gerais;Francisco Dumont;3126604;5130
1;188;0;26/01/2015;15/03/2015;MG;Minas Gerais;Fronteira dos Vales;3127057;4765
1;188;0;26/01/2015;15/03/2015;MG;Minas Gerais;Goiabeira;3127370;3253
1;188;0;26/01/2015;16/03/2015;MG;Minas Gerais;Goianá;3127388;3876
1;188;0;02/02/2015;19/03/2015;GO;Goiás;Ouro Verde de Goiás;5215405;4039
1;188;0;02/02/2015;19/03/2015;GO;Goiás;Piracanjuba;5217104;24768
1;188;0;03/02/2015;19/03/2015;GO;Goiás;Santa Bárbara de Goiás;5219100;6189
1;188;0;03/02/2015;18/03/2015;GO;Goiás;Santa Helena de Goiás;5219308;38188
1;188;0;03/02/2015;18/03/2015;GO;Goiás;Terezópolis de Goiás;5221197;7262
1;188;0;03/02/2015;18/03/2015;GO;Goiás;Vicentinópolis;5222054;8053
1;188;0;02/02/2015;18/03/2015;MA;Maranhão;Altamira do Maranhão;2100402;11699
1;188;0;03/02/2015;18/03/2015;MA;Maranhão;Boa Vista do Gurupi;2101970;8816
1;188;0;02/02/2015;18/03/2015;MA;Maranhão;Bom Lugar;2102077;15655
1;188;0;03/02/2015;18/03/2015;MA;Maranhão;Carutapera;2102903;23021
1;188;0;27/01/2015;16/03/2015;MA;Maranhão;Coelho Neto;2103406;48078
1;188;0;28/01/2015;16/03/2015;MA;Maranhão;Fortaleza dos Nogueiras;2104107;12360
1;188;0;30/01/2015;16/03/2015;MA;Maranhão;Jenipapo dos Vieiras;2105476;16015
1;188;0;30/01/2015;16/03/2015;MA;Maranhão;João Lisboa;2105500;23338
1;188;0;02/02/2015;16/03/2015;MA;Maranhão;Lago da Pedra;2105708;48511
1;188;0;02/02/2015;16/03/2015;MA;Maranhão;Matões do Norte;2106631;15758
1;188;0;27/01/2015;16/03/2015;MA;Maranhão;Olinda Nova do Maranhão;2107456;14110
1;188;0;28/01/2015;16/03/2015;MA;Maranhão;Passagem Franca;2107902;18387
1;188;0;28/01/2015;16/03/2015;MA;Maranhão;Rosário;2109601;41349
1;188;0;29/01/2015;16/03/2015;MA;Maranhão;São Domingos do Maranhão;2110708;33716
1;188;0;29/01/2015;16/03/2015;MA;Maranhão;São Francisco do Maranhão;2110906;11961
1;188;0;29/01/2015;16/03/2015;MA;Maranhão;São João do Carú;2111029;15558
1;188;0;01/04/2015;24/04/2015;MA;Maranhão;São Luís;2111300;1064197
1;188;0;29/01/2015;16/03/2015;MA;Maranhão;Serrano do Maranhão;2111789;10758
1;188;0;24/02/2015;19/03/2015;MG;Minas Gerais;Albertina;3101409;3025
1;188;0;29/01/2015;17/03/2015;GO;Goiás;Crixás;5206404;16592
1;188;0;29/01/2015;17/03/2015;GO;Goiás;Damianópolis;5206701;3383
1;188;0;29/01/2015;17/03/2015;GO;Goiás;Barro Alto;5203203;9820
1;188;0;29/01/2015;17/03/2015;GO;Goiás;Britânia;5203807;5748
1;188;0;29/01/2015;17/03/2015;GO;Goiás;Caiapônia;5204409;17962
1;188;0;24/02/2015;19/03/2015;MG;Minas Gerais;Arinos;3104502;18210
1;188;0;24/02/2015;19/03/2015;MG;Minas Gerais;Bambuí;3105103;23759
1;188;0;24/02/2015;19/03/2015;MG;Minas Gerais;Bandeira;3105202;5039
1;188;0;03/02/2015;19/03/2015;GO;Goiás;Guarinos;5209457;2177
1;188;0;27/02/2015;22/03/2015;GO;Goiás;Heitoraí;5209606;3718
1;188;0;02/02/2015;20/03/2015;GO;Goiás;Itarumã;5211305;6777
1;188;0;02/02/2015;19/03/2015;GO;Goiás;Jussara;5212204;19402
2;1;10;30/07/2015;11/09/2015;RO;Rondônia;Cacaulândia;1100601;6318
2;1;10;28/07/2015;03/11/2015;AC;Acre;Rio Branco;1200401;363928
2;1;10;05/08/2015;06/10/2015;PB;Paraíba;João Pessoa;2507507;780738
2;1;10;07/08/2015;15/09/2015;PB;Paraíba;Marcação;2509057;8241
2;1;10;28/07/2015;16/10/2015;PB;Paraíba;Uiraúna;2516904;15147
2;1;10;05/08/2015;06/10/2015;PE;Pernambuco;Recife;2611606;1608488
2;1;10;17/08/2015;15/09/2015;PE;Pernambuco;São Vicente Ferrer;2613800;17688
2;1;10;03/08/2015;26/10/2015;PE;Pernambuco;Serra Talhada;2613909;83712
2;1;10;04/08/2015;01/10/2015;RJ;Rio de Janeiro;Niterói;3303302;495470
2;1;10;04/08/2015;08/10/2015;RJ;Rio de Janeiro;Resende;3304201;124316
2;1;10;28/07/2015;06/11/2015;SP;São Paulo;Altinópolis;3501004;16159
2;1;10;29/07/2015;07/10/2015;SP;São Paulo;Franca;3516200;339461
2;1;10;04/08/2015;08/10/2015;SP;São Paulo;Limeira;3526902;294128
2;1;10;03/08/2015;03/11/2015;SP;São Paulo;São Paulo;3550308;11895893
2;1;10;05/08/2015;24/10/2015;SP;São Paulo;Tietê;3554508;39765
2;1;10;28/07/2015;06/10/2015;PR;Paraná;Curitiba;4106902;1864416
2;1;10;30/07/2015;18/08/2015;SC;Santa Catarina;Águas Frias;4200556;2419
2;1;10;30/07/2015;14/10/2015;SC;Santa Catarina;Apiúna;4201257;10211
2;1;10;29/07/2015;18/08/2015;SC;Santa Catarina;Correia Pinto;4204558;14063
2;1;10;31/07/2015;14/10/2015;SC;Santa Catarina;Frei Rogério;4205555;2301
2;1;10;31/07/2015;17/08/2015;SC;Santa Catarina;Imbuia;4207403;5993
2;1;10;31/07/2015;18/08/2015;SC;Santa Catarina;Papanduva;4212205;18681
2;1;10;30/07/2015;18/08/2015;SC;Santa Catarina;Presidente Getúlio;4214003;16210
2;1;10;27/07/2015;19/08/2015;SC;Santa Catarina;Salto Veloso;4215406;4536
2;1;10;27/07/2015;19/08/2015;SC;Santa Catarina;São Miguel da Boa Vista;4217154;1885
2;1;10;27/07/2015;19/08/2015;SC;Santa Catarina;Tunápolis;4218756;4644
2;1;10;27/07/2015;19/08/2015;SC;Santa Catarina;Vargeão;4219101;3590
2;1;10;27/07/2015;19/08/2015;SC;Santa Catarina;Videira;4219309;50349
2;1;10;28/07/2015;04/11/2015;SC;Santa Catarina;Vitor Meireles;4219358;5156
2;1;10;31/07/2015;13/10/2015;MS;Mato Grosso do Sul;Inocência;5004403;7687
2;1;10;03/08/2015;07/10/2015;DF;Distrito Federal;Brasília;5300108;2852372
2;32;9.72;30/07/2015;09/09/2015;RS;Rio Grande do Sul;Não-Me-Toque;4312658;16894
2;32;9.72;27/07/2015;03/11/2015;SC;Santa Catarina;Rio dos Cedros;4214706;11019
2;32;9.72;06/08/2015;18/10/2015;RS;Rio Grande do Sul;Canoas;4304606;339979
2;32;9.72;07/08/2015;03/11/2015;PB;Paraíba;Mari;2509107;21703
2;36;9.58;07/08/2015;23/10/2015;PB;Paraíba;Nazarezinho;2510006;7330
2;36;9.58;30/07/2015;09/10/2015;MA;Maranhão;São Luís;2111300;1064197
2;36;9.58;27/07/2015;19/08/2015;SC;Santa Catarina;Saltinho;4215356;3923
2;36;9.58;30/07/2015;26/10/2015;SC;Santa Catarina;Urussanga;4219002;20915
2;36;9.58;31/07/2015;17/08/2015;SC;Santa Catarina;Iraceminha;4207759;4175
2;36;9.58;31/07/2015;17/08/2015;SC;Santa Catarina;Ilhota;4207106;13309
2;36;9.58;29/07/2015;19/08/2015;SC;Santa Catarina;Botuverá;4202701;4864
2;36;9.58;31/07/2015;14/10/2015;RS;Rio Grande do Sul;São Paulo das Missões;4319307;6385
2;44;9.44;29/07/2015;17/08/2015;SC;Santa Catarina;Luzerna;4210035;5700
2;44;9.44;07/08/2015;23/10/2015;SC;Santa Catarina;Mirim Doce;4210852;2450
2;44;9.44;07/08/2015;17/08/2015;PB;Paraíba;Nova Palmeira;2510303;4717
2;44;9.44;07/08/2015;15/10/2015;PB;Paraíba;Pilar;2511509;11705
2;44;9.44;06/08/2015;20/08/2015;RJ;Rio de Janeiro;Volta Redonda;3306305;262259
2;44;9.44;30/07/2015;19/10/2015;BA;Bahia;Itabuna;2914802;218925
2;44;9.44;31/07/2015;18/10/2015;MG;Minas Gerais;Contagem;3118601;643476
2;51;9.31;31/07/2015;16/09/2015;PR;Paraná;Rio Negro;4122305;33157
2;51;9.31;07/08/2015;09/09/2015;RS;Rio Grande do Sul;Capão do Cipó;4304655;3354
2;51;9.31;05/08/2015;17/10/2015;RS;Rio Grande do Sul;Boa Vista das Missões;4302154;2171
2;51;9.31;28/07/2015;17/10/2015;RS;Rio Grande do Sul;Ibiaçá;4309803;4848
2;51;9.31;28/07/2015;17/08/2015;RS;Rio Grande do Sul;São Pedro do Sul;4319406;16802
2;56;9.17;06/08/2015;03/11/2015;MT;Mato Grosso;Cuiabá;5103403;575480
2;56;9.17;04/08/2015;19/08/2015;MG;Minas Gerais;Monte Santo de Minas;3143203;21897
2;56;9.17;07/08/2015;17/09/2015;PB;Paraíba;Mataraca;2509305;8088
2;56;9.17;04/08/2015;25/09/2015;PB;Paraíba;Algodão de Jandaíra;2500577;2461
2;60;9.03;05/08/2015;18/08/2015;PB;Paraíba;Barra de Santa Rosa;2501609;14999
2;60;9.03;07/08/2015;17/08/2015;PB;Paraíba;Pedra Branca;2511004;3791
2;60;9.03;28/07/2015;14/10/2015;PB;Paraíba;Taperoá;2516508;15284
2;60;9.03;03/08/2015;06/10/2015;MT;Mato Grosso;Água Boa;5100201;23057
2;60;9.03;29/07/2015;06/11/2015;SC;Santa Catarina;Ponte Alta do Norte;4213351;3389
2;60;9.03;29/07/2015;17/08/2015;SC;Santa Catarina;Maravilha;4210506;23975
2;66;8.89;07/08/2015;15/10/2015;PB;Paraíba;Monte Horebe;2509602;4724
2;66;8.89;03/08/2015;15/10/2015;PB;Paraíba;Riacho dos Cavalos;2512804;8538
2;66;8.89;31/07/2015;08/10/2015;PB;Paraíba;Cajazeiras;2503704;61030
2;66;8.89;03/08/2015;17/08/2015;SP;São Paulo;Barueri;3505708;259555
2;70;8.75;28/07/2015;06/11/2015;ES;Espírito Santo;Vitória;3205309;352104
2;70;8.75;07/08/2015;06/11/2015;SP;São Paulo;Pontal;3540200;45119
2;70;8.75;31/07/2015;09/10/2015;MG;Minas Gerais;Belo Horizonte;3106200;2491109
2;70;8.75;28/07/2015;15/09/2015;PB;Paraíba;São Bentinho;2513927;4404
2;70;8.75;07/08/2015;14/10/2015;PB;Paraíba;Jacaraú;2507309;14283
2;70;8.75;07/08/2015;15/09/2015;PB;Paraíba;Riachão;2512747;3490
2;70;8.75;28/07/2015;15/09/2015;PB;Paraíba;Serraria;2515906;6185
2;70;8.75;31/07/2015;16/10/2015;PE;Pernambuco;Fernando de Noronha;2605459;2884
2;70;8.75;30/07/2015;07/10/2015;SC;Santa Catarina;Florianópolis;4205407;461524
2;70;8.75;28/07/2015;18/08/2015;SC;Santa Catarina;Bocaina do Sul;4202438;3408
2;70;8.75;07/08/2015;17/08/2015;RS;Rio Grande do Sul;Campestre da Serra;4303673;3384
2;81;8.61;31/07/2015;09/10/2015;PE;Pernambuco;Olinda;2609600;388821
2;81;8.61;31/07/2015;03/11/2015;PR;Paraná;Londrina;4113700;543003
2;81;8.61;05/08/2015;18/08/2015;ES;Espírito Santo;Serra;3205002;476428
2;81;8.61;04/08/2015;21/08/2015;ES;Espírito Santo;Cariacica;3201308;378915
2;81;8.61;07/08/2015;15/09/2015;RJ;Rio de Janeiro;Rio de Janeiro;3304557;6453682
2;86;8.47;28/07/2015;14/10/2015;ES;Espírito Santo;Vila Velha;3205200;465690
2;86;8.47;29/07/2015;23/10/2015;SC;Santa Catarina;Pouso Redondo;4213708;16154
2;86;8.47;27/07/2015;13/10/2015;SC;Santa Catarina;José Boiteux;4209151;4850
2;89;8.33;31/07/2015;06/11/2015;GO;Goiás;Goiânia;5208707;1412364
2;89;8.33;05/08/2015;06/10/2015;BA;Bahia;Elísio Medrado;2910305;8420
2;91;8.19;03/08/2015;14/10/2015;MG;Minas Gerais;Arceburgo;3104106;10262
2;91;8.19;07/08/2015;03/11/2015;RJ;Rio de Janeiro;Nova Iguaçu;3303500;806177
2;91;8.19;28/07/2015;19/08/2015;PB;Paraíba;São José do Sabugi;2514701;4114
2;91;8.19;27/07/2015;21/08/2015;PB;Paraíba;Santa Luzia;2513406;15213
2;91;8.19;07/08/2015;17/09/2015;PB;Paraíba;Logradouro;2508554;4206
2;91;8.19;30/07/2015;07/10/2015;CE;Ceará;Fortaleza;2304400;2571896
2;91;8.19;04/08/2015;14/09/2015;TO;Tocantins;Palmas;1721000;265409
2;91;8.19;29/07/2015;19/08/2015;SC;Santa Catarina;Caçador;4203006;75048
2;91;8.19;04/08/2015;04/10/2015;MT;Mato Grosso;Alto Taquari;5100607;9376
2;91;8.19;27/07/2015;05/10/2015;MS;Mato Grosso do Sul;Ladário;5005202;21488
2;91;8.19;03/08/2015;14/10/2015;MT;Mato Grosso;Nova Canaã do Norte;5106216;12330
2;102;8.06;04/08/2015;15/10/2015;ES;Espírito Santo;Boa Esperança;3201001;15244
2;103;7.92;06/08/2015;19/10/2015;SP;São Paulo;Orindiúva;3534203;6370
2;103;7.92;01/08/2015;22/10/2015;MG;Minas Gerais;Itaú de Minas;3133758;15798
2;103;7.92;28/07/2015;07/10/2015;MT;Mato Grosso;Canarana;5102702;19948
2;103;7.92;27/07/2015;07/10/2015;MT;Mato Grosso;Araguainha;5101209;1000
2;103;7.92;01/08/2015;19/10/2015;MS;Mato Grosso do Sul;Nova Andradina;5006200;50010
2;103;7.92;28/07/2015;17/08/2015;RS;Rio Grande do Sul;São Sepé;4319604;24448
2;103;7.92;07/08/2015;08/09/2015;RS;Rio Grande do Sul;Cacique Doble;4303202;5068
2;110;7.78;07/08/2015;17/08/2015;RS;Rio Grande do Sul;Cachoeirinha;4303103;125246
2;110;7.78;28/07/2015;17/08/2015;SC;Santa Catarina;Laurentino;4209508;6500
2;110;7.78;27/07/2015;22/10/2015;SC;Santa Catarina;Meleiro;4210803;7076
2;110;7.78;04/08/2015;18/08/2015;MG;Minas Gerais;Monte Belo;3143005;13440
2;110;7.78;07/08/2015;17/09/2015;PB;Paraíba;Riacho de Santo Antônio;2512788;1890
2;115;7.64;29/07/2015;17/09/2015;PE;Pernambuco;Sairé;2612000;10633
2;116;7.5;30/07/2015;14/10/2015;SC;Santa Catarina;Ouro Verde;4211850;2272
2;116;7.5;28/07/2015;09/09/2015;RS;Rio Grande do Sul;Caseiros;4304952;3152
