rodada;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;uf;nome_uf;municipio;cod_ibge;populacao
3;392;7.08;24/08/2016;06/09/2016;SC;Santa Catarina;Doutor Pedrinho;4205159;3937
3;392;7.08;14/07/2016;07/12/2016;PI;Piauí;São João do Piauí;2210003;20146
3;392;7.08;12/07/2016;27/12/2016;RJ;Rio de Janeiro;Bom Jesus do Itabapoana;3300605;35964
3;392;7.08;30/06/2016;16/11/2016;MS;Mato Grosso do Sul;Maracaju;5005400;43078
3;392;7.08;08/07/2016;03/10/2016;MS;Mato Grosso do Sul;Selvíria;5007802;6455
3;392;7.08;21/07/2016;05/10/2016;PB;Paraíba;Catolé do Rocha;2504306;30179
3;392;7.08;13/07/2016;16/09/2016;RS;Rio Grande do Sul;Cacique Doble;4303202;5080
3;404;6.94;28/06/2016;01/12/2016;RO;Rondônia;Primavera de Rondônia;1101476;3501
3;404;6.94;14/07/2016;07/12/2016;PB;Paraíba;Gado Bravo;2506251;8450
3;404;6.94;28/07/2016;14/12/2016;PR;Paraná;Ivaiporã;4111506;32710
3;404;6.94;04/07/2016;15/12/2016;PR;Paraná;Nova Santa Rosa;4117222;8092
3;404;6.94;08/07/2016;06/10/2016;PA;Pará;Jacareacanga;1503754;41487
3;404;6.94;05/08/2016;06/10/2016;PA;Pará;Paragominas;1505502;107010
3;404;6.94;29/07/2016;13/12/2016;PR;Paraná;Doutor Ulysses;4128633;5808
3;404;6.94;14/07/2016;08/12/2016;PI;Piauí;Simões;2210706;14411
3;404;6.94;14/07/2016;08/12/2016;PI;Piauí;Sussuapara;2210938;6545
3;404;6.94;20/07/2016;20/09/2016;GO;Goiás;Edéia;5207402;12047
3;404;6.94;17/08/2016;08/12/2016;CE;Ceará;Antonina do Norte;2300804;7227
3;404;6.94;20/07/2016;15/09/2016;RS;Rio Grande do Sul;Pejuçara;4314308;4055
3;404;6.94;05/07/2016;16/09/2016;RS;Rio Grande do Sul;Senador Salgado Filho;4320321;2885
3;404;6.94;29/06/2016;20/09/2016;RS;Rio Grande do Sul;Tuparendi;4322301;8574
3;404;6.94;29/06/2016;08/09/2016;SP;São Paulo;Cunha;3513603;22086
3;404;6.94;08/07/2016;06/09/2016;SP;São Paulo;Ipiguá;3521150;5022
3;404;6.94;28/07/2016;04/01/2017;PB;Paraíba;São Miguel de Taipu;2515005;7079
3;404;6.94;17/08/2016;02/01/2017;CE;Ceará;Lavras da Mangabeira;2307502;31383
3;422;6.8;11/07/2016;19/09/2016;PE;Pernambuco;Condado;2604601;25823
3;422;6.8;25/07/2016;13/09/2016;RS;Rio Grande do Sul;Rondinha;4316204;5544
3;422;6.8;18/07/2016;19/09/2016;SC;Santa Catarina;Aurora;4201901;5674
3;422;6.8;27/07/2016;06/01/2017;MA;Maranhão;Timbiras;2112100;28511
3;422;6.8;18/07/2016;06/09/2016;PA;Pará;Portel;1505809;58282
3;422;6.8;06/07/2016;21/09/2016;SC;Santa Catarina;Tijucas;4218004;35402
3;422;6.8;02/08/2016;20/09/2016;RS;Rio Grande do Sul;Ibiaçá;4309803;4848
3;422;6.8;25/07/2016;22/09/2016;RS;Rio Grande do Sul;Caseiros;4304952;3163
3;422;6.8;09/08/2016;22/09/2016;RS;Rio Grande do Sul;Carlos Barbosa;4304804;27565
3;422;6.8;19/07/2016;29/09/2016;PB;Paraíba;Pedras de Fogo;2511202;28286
3;422;6.8;25/07/2016;07/12/2016;PB;Paraíba;Cajazeirinhas;2503753;3165
3;433;6.66;11/07/2016;16/09/2016;RS;Rio Grande do Sul;Barra Funda;4301958;2497
3;433;6.66;30/07/2016;03/10/2016;RS;Rio Grande do Sul;Esperança do Sul;4307450;3245
3;433;6.66;03/08/2016;09/01/2017;PR;Paraná;Guaíra;4108809;32591
3;433;6.66;21/07/2016;07/10/2016;MG;Minas Gerais;São Domingos das Dores;3160959;5661
3;433;6.66;11/07/2016;26/12/2016;PR;Paraná;Tupãssi;4127957;8261
3;433;6.66;12/08/2016;28/12/2016;RJ;Rio de Janeiro;Sapucaia;3305406;17606
3;433;6.66;16/08/2016;04/10/2016;PA;Pará;São Miguel do Guamá;1507607;55942
3;433;6.66;17/08/2016;29/12/2016;RN;Rio Grande do Norte;Jucurutu;2406106;18450
3;433;6.66;12/07/2016;24/11/2016;MG;Minas Gerais;Paraopeba;3147402;24110
3;433;6.66;27/07/2016;06/01/2017;MA;Maranhão;Senador Alexandre Costa;2111748;10862
3;433;6.66;23/08/2016;23/09/2016;SC;Santa Catarina;Forquilhinha;4205456;25129
3;433;6.66;21/07/2016;05/01/2017;GO;Goiás;Itapuranga;5211206;26639
3;433;6.66;03/08/2016;22/09/2016;CE;Ceará;Deputado Irapuan Pinheiro;2304269;9444
3;433;6.66;05/08/2016;04/01/2017;ES;Espírito Santo;Muqui;3203809;15626
3;433;6.66;08/07/2016;10/10/2016;SP;São Paulo;Alto Alegre;3501103;4173
3;433;6.66;18/08/2016;29/09/2016;CE;Ceará;Mucambo;2309003;14357
3;433;6.66;29/06/2016;21/12/2016;SP;São Paulo;Vitória Brasil;3556958;1821
3;433;6.66;02/08/2016;05/01/2017;PE;Pernambuco;Tabira;2614600;27958
3;433;6.66;16/08/2016;06/01/2017;PI;Piauí;Cabeceiras do Piauí;2202059;10325
3;433;6.66;18/07/2016;21/09/2016;SP;São Paulo;Roseira;3544301;10344
3;433;6.66;11/08/2016;06/01/2017;PI;Piauí;Parnaíba;2207702;149803
3;433;6.66;03/07/2016;26/09/2016;AL;Alagoas;Murici;2705507;28335
3;455;6.52;05/07/2016;19/12/2016;TO;Tocantins;Aguiarnópolis;1700301;6149
3;455;6.52;12/07/2016;16/01/2017;PI;Piauí;Teresina;2211001;844245
3;455;6.52;08/08/2016;07/12/2016;PB;Paraíba;Bayeux;2501807;96140
3;455;6.52;18/07/2016;04/10/2016;PB;Paraíba;Mataraca;2509305;8219
3;459;6.39;29/07/2016;04/01/2017;PE;Pernambuco;Cabrobó;2603009;33247
3;460;6.38;30/06/2016;10/01/2017;PE;Pernambuco;Agrestina;2600302;24256
3;460;6.38;15/08/2016;03/01/2017;RN;Rio Grande do Norte;Natal;2408102;869954
3;460;6.38;17/08/2016;02/01/2017;CE;Ceará;Marco;2307809;26484
3;460;6.38;15/07/2016;12/12/2016;SP;São Paulo;Platina;3539707;3434
3;460;6.38;05/08/2016;04/01/2017;ES;Espírito Santo;São José do Calçado;3204807;11012
3;460;6.38;19/07/2016;21/11/2016;MG;Minas Gerais;São Domingos do Prata;3161007;17798
3;460;6.38;06/07/2016;07/01/2017;RS;Rio Grande do Sul;Eldorado do Sul;4306767;37794
3;460;6.38;27/07/2016;14/12/2016;PR;Paraná;Jundiaí do Sul;4112900;3456
3;460;6.38;14/07/2016;08/12/2016;PI;Piauí;São Pedro do Piauí;2210508;13994
3;460;6.38;13/07/2016;07/10/2016;TO;Tocantins;Centenário;1704105;2803
3;460;6.38;29/06/2016;28/09/2016;MG;Minas Gerais;Itaú de Minas;3133758;15897
3;460;6.38;11/07/2016;03/10/2016;MG;Minas Gerais;Malacacheta;3139201;19191
3;472;6.25;28/07/2016;11/01/2017;PR;Paraná;Douradina;4107256;8228
3;472;6.25;25/07/2016;19/09/2016;TO;Tocantins;Figueirópolis;1707652;5386
3;472;6.25;12/07/2016;27/12/2016;RJ;Rio de Janeiro;Carapebus;3300936;15008
3;472;6.25;28/06/2016;07/10/2016;SE;Sergipe;Nossa Senhora do Socorro;2804805;177344
3;472;6.25;28/06/2016;29/12/2016;RN;Rio Grande do Norte;Ipanguaçu;2404705;15147
3;472;6.25;13/07/2016;07/10/2016;SP;São Paulo;Natividade da Serra;3532306;6786
3;472;6.25;20/07/2016;27/09/2016;PB;Paraíba;Remígio;2512705;19149
3;472;6.25;29/06/2016;15/09/2016;RR;Roraima;Bonfim;1400159;11739
3;472;6.25;29/07/2016;22/09/2016;CE;Ceará;Caririaçu;2303204;26858
3;472;6.25;19/07/2016;20/09/2016;GO;Goiás;Crixás;5206404;16695
3;472;6.25;17/07/2016;20/09/2016;GO;Goiás;Campinaçu;5204656;3743
3;472;6.25;15/08/2016;26/09/2016;SC;Santa Catarina;Gravatal;4206207;11231
3;472;6.25;09/08/2016;10/10/2016;SC;Santa Catarina;Monte Carlo;4211058;9695
3;472;6.25;27/07/2016;26/09/2016;PB;Paraíba;São José de Espinharas;2514404;4684
3;472;6.25;08/07/2016;07/10/2016;SP;São Paulo;Guaraçaí;3517802;8525
3;472;6.25;15/07/2016;04/10/2016;BA;Bahia;Alagoinhas;2900702;154495
3;472;6.25;08/08/2016;29/09/2016;PI;Piauí;Belém do Piauí;2201572;3464
3;472;6.25;18/08/2016;05/01/2017;PI;Piauí;Lagoa do Sítio;2205599;5047
3;472;6.25;11/08/2016;30/09/2016;CE;Ceará;Ipaporanga;2305654;11499
3;491;6.11;11/08/2016;30/09/2016;CE;Ceará;Iracema;2306009;14071
3;491;6.11;07/07/2016;03/01/2017;CE;Ceará;Tarrafas;2313252;8899
3;491;6.11;11/07/2016;19/11/2016;ES;Espírito Santo;Baixo Guandu;3200805;31467
3;491;6.11;15/07/2016;11/01/2017;AM;Amazonas;Manaus;1302603;2057711
3;491;6.11;04/07/2016;04/01/2017;PE;Pernambuco;Aliança;2600708;38255
3;491;6.11;18/08/2016;11/10/2016;PI;Piauí;Lagoa do Barro do Piauí;2205565;4579
3;491;6.11;03/07/2016;24/11/2016;AL;Alagoas;Messias;2705200;17576
3;491;6.11;04/07/2016;03/10/2016;AM;Amazonas;Anori;1300102;19292
3;491;6.11;04/07/2016;03/10/2016;AM;Amazonas;Benjamin Constant;1300607;39484
3;491;6.11;08/07/2016;20/11/2016;BA;Bahia;Poções;2925105;48729
3;491;6.11;02/08/2016;22/09/2016;PE;Pernambuco;Sertânia;2614105;35367
3;491;6.11;05/07/2016;16/09/2016;RS;Rio Grande do Sul;Serafina Corrêa;4320404;15814
3;491;6.11;05/07/2016;16/09/2016;RS;Rio Grande do Sul;Tapera;4321006;10803
3;491;6.11;01/08/2016;16/09/2016;RS;Rio Grande do Sul;Nova Bassano;4312906;9478
3;491;6.11;12/07/2016;01/12/2016;MG;Minas Gerais;Barbacena;3105608;134924
3;491;6.11;28/06/2016;10/01/2017;SP;São Paulo;Cardoso;3510708;12281
3;491;6.11;22/08/2016;02/01/2017;RN;Rio Grande do Norte;Serra do Mel;2413359;11507
3;491;6.11;11/07/2016;28/09/2016;SC;Santa Catarina;Jaguaruna;4208807;18980
3;491;6.11;27/06/2016;28/09/2016;SC;Santa Catarina;Jupiá;4209177;2142
3;491;6.11;15/08/2016;23/09/2016;SC;Santa Catarina;Governador Celso Ramos;4206009;13944
3;491;6.11;18/07/2016;20/11/2016;GO;Goiás;Barro Alto;5203203;10031
3;491;6.11;06/07/2016;20/09/2016;RS;Rio Grande do Sul;Capão da Canoa;4304630;47148
3;491;6.11;10/08/2016;07/12/2016;PB;Paraíba;Alagoa Nova;2500403;20500
3;491;6.11;21/07/2016;06/01/2017;PB;Paraíba;Caturité;2504355;4779
3;491;6.11;27/07/2016;30/09/2016;MT;Mato Grosso;Nova Lacerda;5106182;6052
3;491;6.11;16/08/2016;02/12/2016;MG;Minas Gerais;Carmo do Rio Claro;3114402;21338
3;491;6.11;09/08/2016;13/12/2016;PR;Paraná;Goioerê;4108601;29702
3;491;6.11;27/07/2016;14/12/2016;PR;Paraná;Japira;4112306;5071
3;491;6.11;04/07/2016;16/12/2016;PR;Paraná;Pinhalão;4119202;6425
3;491;6.11;07/07/2016;16/12/2016;PR;Paraná;Santana do Itararé;4124004;5267
3;491;6.11;19/07/2016;18/11/2016;MG;Minas Gerais;Santa Rita de Jacutinga;3159308;5065
3;491;6.11;07/07/2016;16/09/2016;MG;Minas Gerais;São Tomás de Aquino;3165107;7238
3;491;6.11;13/07/2016;05/10/2016;MG;Minas Gerais;Pequi;3149606;4342
3;491;6.11;14/07/2016;05/10/2016;MG;Minas Gerais;Queluzito;3153806;1947
3;491;6.11;15/07/2016;18/11/2016;MG;Minas Gerais;Rio Novo;3155405;9050
3;491;6.11;04/08/2016;04/10/2016;MS;Mato Grosso do Sul;Caarapó;5002407;28437
3;491;6.11;05/08/2016;05/10/2016;MS;Mato Grosso do Sul;Corguinho;5003108;5513
3;491;6.11;02/08/2016;10/11/2016;SC;Santa Catarina;Rio do Sul;4214805;67237
3;491;6.11;04/07/2016;07/12/2016;SE;Sergipe;Barra dos Coqueiros;2800605;28677
3;491;6.11;05/07/2016;12/01/2017;RJ;Rio de Janeiro;Itaperuna;3302205;99021
3;491;6.11;05/07/2016;28/12/2016;RJ;Rio de Janeiro;Itatiaia;3302254;30240
3;491;6.11;11/07/2016;27/12/2016;RJ;Rio de Janeiro;Armação dos Búzios;3300233;31067
3;491;6.11;19/07/2016;12/12/2016;PR;Paraná;Bituruna;4102901;16480
3;491;6.11;20/07/2016;12/12/2016;PR;Paraná;Bom Jesus do Sul;4103156;3777
3;535;5.97;29/07/2016;30/09/2016;RS;Rio Grande do Sul;Independência;4310405;6653
3;535;5.97;11/07/2016;04/10/2016;MT;Mato Grosso;Alto Garças;5100409;11229
3;535;5.97;06/07/2016;04/10/2016;MS;Mato Grosso do Sul;Sidrolândia;5007901;51355
3;535;5.97;07/07/2016;04/10/2016;MS;Mato Grosso do Sul;Taquarussu;5007976;3570
3;535;5.97;28/07/2016;07/12/2016;PB;Paraíba;Bernardino Batista;2502052;3356
3;535;5.97;21/07/2016;14/09/2016;RS;Rio Grande do Sul;Protásio Alves;4315172;2041
3;541;5.83;15/07/2016;02/01/2017;RN;Rio Grande do Norte;Viçosa;2414902;1714
3;541;5.83;18/08/2016;09/01/2017;RO;Rondônia;Ministro Andreazza;1101203;10823
3;541;5.83;18/08/2016;17/11/2016;RO;Rondônia;Jaru;1100114;55738
3;541;5.83;13/07/2016;14/01/2017;SP;São Paulo;Atibaia;3504107;137187
3;541;5.83;06/07/2016;16/09/2016;SP;São Paulo;Floreal;3515905;3011
3;541;5.83;21/07/2016;27/09/2016;PB;Paraíba;Santa Inês;2513356;3594
3;541;5.83;24/08/2016;05/09/2016;SC;Santa Catarina;Entre Rios;4205175;3151
3;541;5.83;15/08/2016;15/09/2016;SC;Santa Catarina;Canelinha;4203709;11617
3;541;5.83;07/07/2016;22/12/2016;SP;São Paulo;Suzanápolis;3552551;3742
3;541;5.83;28/07/2016;07/12/2016;SP;São Paulo;Tanabi;3553401;25467
3;541;5.83;18/07/2016;20/09/2016;SP;São Paulo;Promissão;3541604;38764
3;541;5.83;10/08/2016;15/01/2017;RJ;Rio de Janeiro;Rio de Janeiro;3304557;6476631
3;541;5.83;28/07/2016;04/10/2016;PB;Paraíba;Boa Ventura;2502102;5473
3;541;5.83;02/08/2016;07/12/2016;PB;Paraíba;Belém;2501906;17594
3;541;5.83;18/07/2016;05/10/2016;PB;Paraíba;Emas;2505907;3485
3;541;5.83;20/07/2016;07/12/2016;PB;Paraíba;Condado;2504504;6733
3;541;5.83;14/07/2016;06/10/2016;PB;Paraíba;Itatuba;2507200;10739
3;541;5.83;25/07/2016;20/09/2016;SP;São Paulo;Mairiporã;3528502;92323
3;541;5.83;04/07/2016;15/12/2016;PR;Paraná;Paiçandu;4117503;39291
3;541;5.83;13/07/2016;07/10/2016;TO;Tocantins;Chapada da Natividade;1705102;3363
3;541;5.83;20/07/2016;10/10/2016;TO;Tocantins;Tocantinópolis;1721208;23141
3;541;5.83;18/07/2016;10/10/2016;TO;Tocantins;São Valério da Natividade;1720499;4214
3;541;5.83;23/07/2016;21/09/2016;MA;Maranhão;Barreirinhas;2101707;60588
3;541;5.83;06/07/2016;04/01/2017;RJ;Rio de Janeiro;Mangaratiba;3302601;40779
3;541;5.83;28/06/2016;06/10/2016;SE;Sergipe;Pacatuba;2804904;14164
3;541;5.83;12/08/2016;28/12/2016;RJ;Rio de Janeiro;Três Rios;3306008;79264
3;541;5.83;07/07/2016;21/09/2016;SC;Santa Catarina;São Miguel do Oeste;4217204;38984
3;541;5.83;04/08/2016;05/01/2017;SC;Santa Catarina;Pouso Redondo;4213708;16424
3;569;5.69;28/07/2016;20/11/2016;GO;Goiás;Orizona;5215306;15254
3;569;5.69;06/07/2016;16/12/2016;PR;Paraná;Rebouças;4121505;14869
3;569;5.69;14/07/2016;07/10/2016;SP;São Paulo;Pacaembu;3534906;13961
3;569;5.69;23/08/2016;26/09/2016;PA;Pará;Anapu;1500859;25414
3;569;5.69;19/07/2016;28/09/2016;PB;Paraíba;Pocinhos;2512002;18272
3;569;5.69;28/07/2016;04/10/2016;MT;Mato Grosso;Denise;5103452;8975
3;569;5.69;16/08/2016;07/10/2016;MT;Mato Grosso;Nobres;5105903;14959
3;569;5.69;28/07/2016;30/09/2016;MT;Mato Grosso;Nova Xavantina;5106257;20399
3;569;5.69;08/08/2016;22/09/2016;PE;Pernambuco;Passira;2610509;28982
3;569;5.69;09/08/2016;14/09/2016;PE;Pernambuco;Calumbi;2603405;5745
3;569;5.69;14/07/2016;09/12/2016;SP;São Paulo;Paranapanema;3535804;19357
3;569;5.69;04/07/2016;10/10/2016;AL;Alagoas;Satuba;2708907;13381
3;569;5.69;08/07/2016;21/09/2016;CE;Ceará;Beberibe;2302206;52310
3;569;5.69;25/07/2016;02/12/2016;RS;Rio Grande do Sul;Santa Cruz do Sul;4316808;126084
3;569;5.69;20/07/2016;14/09/2016;RS;Rio Grande do Sul;Planalto;4314704;10678
3;569;5.69;01/08/2016;26/09/2016;RS;Rio Grande do Sul;Morro Redondo;4312450;6529
3;585;5.55;08/07/2016;10/01/2017;SP;São Paulo;Guaratinguetá;3518404;119073
3;585;5.55;06/07/2016;10/10/2016;SP;São Paulo;Aguas da Prata;3500402;8025
3;585;5.55;05/08/2016;04/01/2017;ES;Espírito Santo;São Domingos do Norte;3204658;8709
3;585;5.55;18/07/2016;04/01/2017;GO;Goiás;Goiás;5208905;24439
3;585;5.55;08/07/2016;15/09/2016;BA;Bahia;Pau Brasil;2923902;10905
3;585;5.55;07/07/2016;14/09/2016;BA;Bahia;Oliveira dos Brejinhos;2923209;22774
3;585;5.55;13/07/2016;16/09/2016;SP;São Paulo;Pindorama;3538105;16342
3;585;5.55;29/07/2016;21/09/2016;PB;Paraíba;Solânea;2516003;26734
3;585;5.55;03/08/2016;10/01/2017;PE;Pernambuco;Afogados da Ingazeira;2600104;36709
3;585;5.55;22/08/2016;15/01/2017;PA;Pará;Belém;1501402;1439561
3;585;5.55;19/07/2016;03/10/2016;PB;Paraíba;Nova Palmeira;2510303;4784
3;585;5.55;21/07/2016;13/12/2016;PR;Paraná;Capanema;4104501;19275
3;585;5.55;18/07/2016;12/12/2016;PR;Paraná;Bela Vista do Paraíso;4102802;15612
3;598;5.41;29/07/2016;01/12/2016;GO;Goiás;Senador Canedo;5220454;100367
3;598;5.41;22/07/2016;21/09/2016;MA;Maranhão;Amarante do Maranhão;2100600;40378
3;598;5.41;13/07/2016;17/11/2016;MG;Minas Gerais;Maripá de Minas;3140209;2950
3;598;5.41;29/06/2016;22/09/2016;MG;Minas Gerais;Formiga;3126109;68040
3;598;5.41;15/07/2016;05/10/2016;PB;Paraíba;Mamanguape;2508901;44369
3;598;5.41;11/07/2016;16/09/2016;RS;Rio Grande do Sul;Barracão;4301800;5485
3;598;5.41;16/08/2016;30/09/2016;MT;Mato Grosso;Mirassol d'Oeste;5105622;26369
3;598;5.41;15/08/2016;09/09/2016;MT;Mato Grosso;Planalto da Serra;5106455;2647
3;598;5.41;09/08/2016;09/09/2016;MT;Mato Grosso;Pontes e Lacerda;5106752;43235
3;598;5.41;29/07/2016;03/10/2016;MT;Mato Grosso;Itanhangá;5104542;6103
3;598;5.41;07/07/2016;23/11/2016;MS;Mato Grosso do Sul;Pedro Gomes;5006408;7794
3;598;5.41;11/08/2016;11/01/2017;MS;Mato Grosso do Sul;Japorã;5004809;8567
3;598;5.41;24/08/2016;22/09/2016;MT;Mato Grosso;Vila Bela da Santíssima Trindade;5105507;15274
3;598;5.41;11/08/2016;15/09/2016;MT;Mato Grosso;Santo Antônio do Leste;5107792;4591
3;598;5.41;24/08/2016;19/09/2016;MT;Mato Grosso;São José do Xingu;5107354;5375
3;598;5.41;21/07/2016;03/10/2016;MS;Mato Grosso do Sul;Amambaí;5000609;37590
3;598;5.41;29/07/2016;21/09/2016;PB;Paraíba;Sobrado;2515971;7712
3;598;5.41;03/08/2016;19/11/2016;CE;Ceará;Granja;2304707;53918
3;598;5.41;27/07/2016;13/10/2016;SP;São Paulo;São Pedro do Turvo;3550506;7567
3;598;5.41;11/08/2016;27/09/2016;PE;Pernambuco;Quixaba;2611533;6823
3;598;5.41;04/08/2016;28/09/2016;PI;Piauí;Agua Branca;2200202;17010
3;598;5.41;05/08/2016;05/01/2017;PI;Piauí;Arraial;2201002;4670
3;598;5.41;15/08/2016;23/09/2016;SC;Santa Catarina;Garopaba;4205704;21061
3;598;5.41;18/07/2016;27/09/2016;SC;Santa Catarina;Imaruí;4207205;10933
3;598;5.41;12/07/2016;28/09/2016;SC;Santa Catarina;Irineópolis;4207908;10989
3;598;5.41;29/06/2016;28/09/2016;SC;Santa Catarina;Lauro Muller;4209607;14996
3;598;5.41;30/06/2016;13/12/2016;SC;Santa Catarina;Macieira;4210050;1815
3;598;5.41;06/07/2016;28/09/2016;SC;Santa Catarina;Mafra;4210100;55313
3;598;5.41;08/08/2016;05/01/2017;SC;Santa Catarina;Porto Belo;4213500;19189
3;598;5.41;11/07/2016;26/09/2016;MG;Minas Gerais;Alpinópolis;3101904;19630
3;598;5.41;18/07/2016;15/09/2016;RS;Rio Grande do Sul;Paim Filho;4313607;4221
3;598;5.41;04/07/2016;19/09/2016;RS;Rio Grande do Sul;Taquaruçu do Sul;4321329;3090
3;598;5.41;30/06/2016;19/09/2016;RS;Rio Grande do Sul;Três Palmeiras;4321857;4471
3;598;5.41;29/06/2016;19/09/2016;RS;Rio Grande do Sul;Trindade do Sul;4321956;5961
3;632;5.27;23/08/2016;02/01/2017;RN;Rio Grande do Norte;Riacho da Cruz;2410702;3485
3;632;5.27;22/08/2016;02/01/2017;RN;Rio Grande do Norte;Santa Maria;2409332;5341
3;632;5.27;29/07/2016;26/09/2016;RS;Rio Grande do Sul;Lajeado do Bugre;4311429;2588
3;632;5.27;08/07/2016;07/10/2016;SP;São Paulo;Anhembi;3502309;6307
3;632;5.27;13/07/2016;14/01/2017;SP;São Paulo;Araraquara;3503208;226508
3;632;5.27;22/07/2016;06/01/2017;MA;Maranhão;Santa Luzia do Paruá;2110039;24663
3;632;5.27;24/08/2016;06/09/2016;SC;Santa Catarina;Dona Emma;4205100;3997
3;632;5.27;19/07/2016;19/09/2016;SC;Santa Catarina;Balneário Gaivota;4202073;9841
3;632;5.27;03/08/2016;19/09/2016;SC;Santa Catarina;Biguaçu;4202305;64488
3;632;5.27;20/07/2016;20/09/2016;GO;Goiás;Hidrolândia;5209705;19761
3;632;5.27;04/08/2016;27/09/2016;PE;Pernambuco;Vicência;2616308;32157
3;632;5.27;03/08/2016;05/01/2017;PE;Pernambuco;Timbaúba;2615300;53581
3;632;5.27;23/08/2016;05/01/2017;PE;Pernambuco;Santa Maria da Boa Vista;2612604;41293
3;632;5.27;11/07/2016;10/10/2016;SP;São Paulo;Santo Expedito;3548302;3011
3;632;5.27;15/07/2016;16/09/2016;SP;São Paulo;Pirassununga;3539301;74587
3;632;5.27;15/07/2016;27/09/2016;AM;Amazonas;Manaquiri;1302553;28413
3;632;5.27;04/07/2016;04/10/2016;AL;Alagoas;São Luís do Quitunde;2708501;34623
3;632;5.27;04/07/2016;03/10/2016;AM;Amazonas;Boca do Acre;1300706;33498
3;632;5.27;18/08/2016;11/10/2016;PI;Piauí;Joaquim Pires;2205409;14083
3;632;5.27;16/08/2016;30/09/2016;BA;Bahia;Lajedão;2918902;4022
3;632;5.27;11/07/2016;26/09/2016;ES;Espírito Santo;Agua Doce do Norte;3200169;12025
3;632;5.27;27/07/2016;13/09/2016;PE;Pernambuco;Brejinho;2602506;7464
3;632;5.27;05/07/2016;14/01/2017;SC;Santa Catarina;Turvo;4218806;12551
3;632;5.27;08/08/2016;05/10/2016;MS;Mato Grosso do Sul;Costa Rica;5003256;19508
3;632;5.27;26/07/2016;20/09/2016;RS;Rio Grande do Sul;Cândido Godói;4304309;6608
3;632;5.27;20/07/2016;28/09/2016;PB;Paraíba;Puxinanã;2512408;13557
3;632;5.27;20/07/2016;27/09/2016;PB;Paraíba;Queimadas;2512507;43667
3;632;5.27;03/08/2016;07/12/2016;PB;Paraíba;Barra de Santana;2501575;8249
3;632;5.27;04/08/2016;04/10/2016;PB;Paraíba;Araruna;2501005;20051
3;632;5.27;14/07/2016;06/10/2016;MG;Minas Gerais;Monjolos;3142502;2352
3;632;5.27;01/07/2016;27/09/2016;MG;Minas Gerais;Igaratinga;3130200;10286
3;632;5.27;28/07/2016;05/01/2017;GO;Goiás;Petrolina de Goiás;5216809;10547
3;632;5.27;29/07/2016;04/01/2017;GO;Goiás;Santo Antônio da Barra;5219712;4714
3;632;5.27;28/07/2016;11/01/2017;MA;Maranhão;João Lisboa;2105500;23232
3;632;5.27;28/07/2016;09/01/2017;PR;Paraná;Cruzeiro do Sul;4106704;4637
3;632;5.27;30/06/2016;21/09/2016;TO;Tocantins;Nova Olinda;1714880;11513
3;632;5.27;27/06/2016;07/12/2016;TO;Tocantins;Palmeiras do Tocantins;1713809;6362
3;632;5.27;22/08/2016;02/01/2017;RN;Rio Grande do Norte;Parelhas;2408904;21483
3;670;5.13;17/08/2016;28/12/2016;RJ;Rio de Janeiro;Sumidouro;3305703;15127
3;670;5.13;28/07/2016;08/12/2016;GO;Goiás;Piracanjuba;5217104;24772
3;670;5.13;21/07/2016;07/12/2016;PB;Paraíba;Conceição;2504405;18860
3;670;5.13;26/07/2016;07/12/2016;PB;Paraíba;Borborema;2502706;5366
3;670;5.13;11/07/2016;04/10/2016;MT;Mato Grosso;Alto Araguaia;5100300;17509
3;670;5.13;15/08/2016;09/09/2016;MT;Mato Grosso;Peixoto de Azevedo;5106422;32818
3;670;5.13;22/08/2016;14/09/2016;MT;Mato Grosso;Ribeirãozinho;5107198;2290
3;670;5.13;29/07/2016;21/09/2016;PB;Paraíba;Tavares;2516607;14568
3;670;5.13;29/07/2016;04/01/2017;PB;Paraíba;Sertãozinho;2515930;4892
3;670;5.13;19/08/2016;02/01/2017;CE;Ceará;Palhano;2310001;9209
3;670;5.13;24/07/2016;20/09/2016;GO;Goiás;Itarumã;5211305;6853
3;670;5.13;11/07/2016;28/09/2016;SC;Santa Catarina;Itaiópolis;4208104;21263
3;670;5.13;10/08/2016;08/10/2016;SC;Santa Catarina;Orleans;4211702;22449
3;670;5.13;09/08/2016;06/10/2016;SC;Santa Catarina;Monte Castelo;4211108;8475
3;670;5.13;29/07/2016;23/09/2016;MA;Maranhão;Morros;2107100;18938
3;670;5.13;28/06/2016;06/09/2016;SP;São Paulo;Cerqueira César;3511409;19109
3;670;5.13;01/08/2016;07/11/2016;RS;Rio Grande do Sul;Nova Petrópolis;4313201;20416
3;670;5.13;19/07/2016;15/09/2016;RS;Rio Grande do Sul;Parobé;4314050;55486
3;670;5.13;30/06/2016;14/09/2016;RS;Rio Grande do Sul;Sede Nova;4320230;3063
3;689;5;26/07/2016;08/09/2016;RS;Rio Grande do Sul;Santa Maria;4316907;276108
3;689;5;08/08/2016;16/09/2016;SC;Santa Catarina;Bom Retiro;4202602;9598
3;689;5;05/08/2016;04/01/2017;ES;Espírito Santo;Muniz Freire;3203700;18909
3;689;5;11/07/2016;06/12/2016;ES;Espírito Santo;Vargem Alta;3205036;21141
3;689;5;29/07/2016;21/09/2016;PB;Paraíba;Soledade;2516102;14714
